"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"4695",3,1,10,1,3,2,1,1,4,1,2,2,2,5,7,1,3,2,3,2,5,5
"4696",3,4,5,2,6,2,1,1,6,2,2,3,3,8,4,1,3,2,5,4,6,1
"4697",3,1,4,1,3,2,1,1,4,1,2,2,2,7,1,1,3,2,3,2,6,1
"4698",6,4,10,1,3,2,1,1,4,1,2,2,2,5,5,1,3,2,3,2,6,5
"4699",6,3,4,2,3,2,1,1,4,2,2,1,1,8,8,1,3,2,5,2,4,2
"4700",3,4,10,1,3,2,1,1,4,1,2,2,2,5,5,1,3,2,3,2,5,5
"4701",6,4,10,1,3,2,1,1,8,1,2,2,2,5,7,1,3,2,3,2,5,5
"4702",6,1,9,1,2,2,1,2,3,1,2,3,3,8,8,1,3,2,5,3,4,1
"4703",6,1,10,1,3,2,1,1,3,1,2,2,2,5,7,1,3,2,3,2,6,1
"4704",3,3,1,2,3,2,1,1,4,2,2,1,3,8,8,1,3,2,5,2,4,6
"4705",6,4,10,1,3,2,1,1,4,1,2,2,2,7,1,1,3,2,3,2,6,2
"4706",6,4,4,1,3,2,1,1,4,1,2,2,2,5,7,1,3,2,3,2,6,1
"4707",3,1,10,1,3,2,1,1,3,1,2,2,2,1,1,1,3,2,3,2,6,2
"4708",3,3,6,2,6,2,1,1,11,1,2,3,3,8,8,1,3,3,5,6,5,2
"4709",3,3,1,2,3,2,1,1,8,2,2,1,1,8,8,1,3,2,5,2,5,6
"4710",6,4,4,1,3,2,1,1,3,1,2,2,2,1,1,1,3,2,3,2,5,2
"4711",6,4,4,1,3,2,1,1,4,1,2,2,2,7,1,1,3,2,3,2,6,2
"4712",6,4,4,1,3,2,1,1,8,1,2,2,2,1,7,1,3,2,3,2,5,2
"4713",3,1,4,1,3,2,1,1,3,1,2,2,2,7,5,1,3,2,3,2,6,5
"4714",3,1,4,1,3,2,1,1,3,1,2,2,2,7,7,1,3,2,3,2,5,5
"4715",6,1,10,1,3,2,1,1,4,1,2,2,2,7,7,1,3,2,3,2,6,5
"4716",3,1,10,1,3,2,1,1,4,1,2,2,2,7,5,1,3,2,3,2,5,5
"4717",3,4,8,1,6,2,1,2,10,1,1,3,1,8,8,1,3,2,2,2,5,1
"4718",6,1,10,1,3,2,1,1,3,1,2,2,2,1,1,1,3,2,3,2,6,2
"4719",3,1,3,2,6,2,1,1,11,2,2,3,3,4,8,1,3,2,5,4,5,1
"4720",3,1,10,1,3,2,1,1,3,1,2,2,2,5,7,1,3,2,3,2,6,2
"4721",6,1,10,1,3,2,1,1,3,1,2,2,2,7,7,1,3,2,3,2,5,2
"4722",6,4,5,1,3,2,1,2,1,2,1,2,3,7,7,1,3,2,1,8,5,3
"4723",6,4,4,1,3,2,1,1,3,1,2,2,2,1,1,1,3,2,3,2,6,2
"4724",6,1,10,1,3,2,1,1,8,1,2,2,2,1,7,1,3,2,3,2,6,1
"4725",3,1,4,1,3,2,1,1,8,1,2,2,2,7,7,1,3,2,3,2,6,2
"4726",6,4,4,1,3,2,1,1,3,1,2,2,2,1,1,1,3,2,3,2,5,5
"4727",6,4,4,1,3,2,1,1,4,1,2,2,2,1,1,1,3,2,3,2,6,2
"4728",6,1,10,1,3,2,1,1,4,1,2,2,2,1,7,1,3,2,3,2,6,1
"4729",3,1,10,1,3,2,1,1,4,1,2,2,2,5,5,1,3,2,3,2,6,2
"4730",3,4,4,1,3,2,1,1,3,1,2,2,2,5,7,1,3,2,3,2,5,5
"4731",3,4,4,1,3,2,1,1,4,1,2,2,2,7,1,1,3,2,3,2,6,2
"4732",3,4,5,2,6,2,1,1,6,2,2,3,3,7,8,1,3,2,5,4,6,1
"4733",6,4,10,1,3,2,1,1,3,1,2,2,2,5,7,1,3,2,3,2,5,2
"4734",3,1,3,2,6,2,1,1,11,2,2,3,3,8,8,1,3,2,5,3,6,1
"4735",6,1,10,1,3,2,1,1,4,1,2,2,2,1,5,1,3,2,3,2,6,1
"4736",6,4,4,1,3,2,1,1,4,1,2,2,2,7,1,1,3,2,3,2,6,5
"4737",3,4,4,1,3,2,1,1,4,1,2,2,2,7,5,1,3,2,3,2,6,5
"4738",6,1,10,1,3,2,1,1,8,1,2,2,2,7,1,1,3,2,3,2,6,5
"4739",3,1,4,1,3,2,1,1,4,1,2,2,2,5,1,1,3,2,3,2,5,1
"4740",3,1,4,1,3,2,1,1,8,1,2,2,2,7,1,1,3,2,3,2,5,1
"4741",3,4,4,1,3,2,1,1,8,1,2,2,2,5,1,1,3,2,3,2,6,5
"4742",3,4,4,1,3,2,1,1,3,1,2,2,2,7,5,1,3,2,3,2,6,2
"4743",6,1,10,1,3,2,1,1,3,1,2,2,2,1,7,1,3,2,3,2,5,1
"4744",6,4,10,1,3,2,1,1,4,1,2,2,2,7,5,1,3,2,3,2,6,5
"4745",3,1,10,1,3,2,1,1,3,1,2,2,2,5,7,1,3,2,3,2,5,1
"4746",6,4,4,1,3,2,1,1,3,1,2,2,2,1,7,1,3,2,3,2,6,1
"4747",3,1,10,1,3,2,1,1,3,1,2,2,2,7,1,1,3,2,3,2,6,5
"4748",3,4,4,1,3,2,1,1,3,1,2,2,2,1,7,1,3,2,3,2,5,1
"4749",6,1,6,1,2,2,2,2,8,1,2,3,3,8,8,1,3,2,5,3,4,1
"4750",3,1,10,1,3,2,1,1,3,1,2,2,2,7,1,1,3,2,3,2,5,1
"4751",6,4,4,1,3,2,1,1,4,1,2,2,2,5,7,1,3,2,3,2,5,1
"4752",6,4,10,1,3,2,1,1,8,1,2,2,2,1,7,1,3,2,3,2,6,2
"4753",6,4,4,1,3,2,1,1,4,1,2,2,2,7,1,1,3,2,3,2,5,1
"4754",3,4,10,1,3,2,1,1,4,1,2,2,2,5,1,1,3,2,3,2,5,5
"4755",6,4,4,1,3,2,1,1,3,1,2,2,2,1,7,1,3,2,3,2,6,5
"4756",6,1,10,1,3,2,1,1,3,1,2,2,2,7,5,1,3,2,3,2,5,1
"4757",3,4,4,1,3,2,1,1,3,1,2,2,2,1,1,1,3,2,3,2,5,1
"4758",3,4,4,1,3,2,1,1,8,1,2,2,2,7,1,1,3,2,3,2,5,2
"4759",6,4,10,1,3,2,1,1,8,1,2,2,2,7,5,1,3,2,3,2,6,1
"4760",3,1,10,1,3,2,1,1,4,1,2,2,2,7,1,1,3,2,3,2,6,1
"4761",6,4,4,1,3,2,1,1,3,1,2,2,2,7,5,1,3,2,3,2,5,1
"4762",6,4,10,1,3,2,1,1,8,1,2,2,2,1,1,1,3,2,3,2,6,1
"4763",6,4,4,1,3,2,1,1,3,1,2,2,2,1,7,1,3,2,3,2,5,1
"4764",6,4,4,1,3,2,1,1,3,1,2,2,2,1,7,1,3,2,3,2,6,2
"4765",6,1,10,1,3,2,1,1,3,1,2,2,2,5,1,1,3,2,3,2,5,2
"4766",6,4,4,1,3,2,1,1,8,1,2,2,2,5,1,1,3,2,3,2,6,1
"4767",3,1,4,1,3,2,1,1,3,1,2,2,2,7,1,1,3,2,3,2,6,5
"4768",3,1,4,1,3,2,1,1,8,1,2,2,2,1,1,1,3,2,3,2,5,2
"4769",6,4,4,1,3,2,1,1,4,1,2,2,2,5,5,1,3,2,3,2,5,5
"4770",6,1,10,1,3,2,1,1,4,1,2,2,2,5,7,1,3,2,3,2,5,1
"4771",6,4,4,1,3,2,1,1,3,1,2,2,2,7,5,1,3,2,3,2,6,1
"4772",3,1,4,1,3,2,1,1,8,1,2,2,2,5,1,1,3,2,3,2,5,5
"4773",6,4,10,1,3,2,1,1,4,1,2,2,2,5,7,1,3,2,3,2,5,5
"4774",6,1,10,1,3,2,1,1,4,1,2,2,2,7,5,1,3,2,3,2,5,1
"4775",3,4,4,1,3,2,1,1,8,1,2,2,2,5,5,1,3,2,3,2,6,1
"4776",3,1,4,1,3,2,1,1,8,1,2,2,2,1,7,1,3,2,3,2,5,5
"4777",6,3,6,2,6,2,1,1,2,1,1,3,3,8,8,1,3,3,1,8,2,7
"4778",3,1,10,1,3,2,1,1,8,1,2,2,2,5,7,1,3,2,3,2,5,1
"4779",6,3,6,1,2,2,2,2,3,1,2,3,3,8,8,1,3,2,5,3,5,1
"4780",6,1,10,1,3,2,1,1,4,1,2,2,2,7,7,1,3,2,3,2,6,2
"4781",3,1,4,1,3,2,1,1,3,1,2,2,2,1,7,1,3,2,3,2,6,5
"4782",6,1,10,1,3,2,1,1,8,1,2,2,2,5,1,1,3,2,3,2,6,2
"4783",3,1,3,2,6,2,1,1,8,2,2,3,3,7,7,1,3,2,5,4,6,1
"4784",6,4,10,1,3,2,1,1,3,1,2,2,2,1,5,1,3,2,3,2,5,1
"4785",6,1,10,1,3,2,1,1,8,1,2,2,2,1,7,1,3,2,3,2,6,2
"4786",3,4,4,1,3,2,1,1,4,1,2,2,2,5,7,1,3,2,3,2,5,2
"4787",3,1,10,1,3,2,1,1,8,1,2,2,2,1,7,1,3,2,3,2,6,2
"4788",3,4,5,2,6,2,1,1,6,2,2,3,3,7,8,1,3,2,5,4,5,1
"4789",6,4,10,1,3,2,1,1,4,1,2,2,2,1,1,1,3,2,3,2,6,5
"4790",3,1,4,1,3,2,1,1,4,1,2,2,2,7,1,1,3,2,3,2,5,5
"4791",6,4,10,1,3,2,1,1,4,1,2,2,2,7,5,1,3,2,3,2,5,5
"4792",3,1,10,1,3,2,1,1,4,1,2,2,2,7,5,1,3,2,3,2,6,1
"4793",3,4,10,1,3,2,1,1,4,1,2,2,2,5,7,1,3,2,3,2,6,1
"4794",3,4,4,1,3,2,1,1,4,1,2,2,2,7,7,1,3,2,3,2,5,2
"4795",3,1,4,1,3,2,1,1,4,1,2,2,2,1,7,1,3,2,3,2,5,2
"4796",6,4,10,1,3,2,1,1,8,1,2,2,2,1,5,1,3,2,3,2,6,2
"4797",3,4,4,1,3,2,1,1,3,1,2,2,2,5,5,1,3,2,3,2,6,5
"4798",6,4,10,1,3,2,1,1,3,1,2,2,2,5,5,1,3,2,3,2,6,2
"4799",3,1,4,2,6,2,1,1,10,2,2,3,3,8,8,1,3,2,5,4,6,1
"4800",6,3,4,2,3,2,1,1,4,2,2,1,3,8,8,1,3,2,5,2,4,2
"4801",6,4,5,1,3,2,1,2,1,2,1,3,2,7,8,1,3,2,1,8,5,5
"4802",3,3,4,2,3,2,1,1,8,2,2,3,1,8,8,1,3,2,5,2,5,2
"4803",3,4,4,1,3,2,1,1,3,1,2,2,2,1,5,1,3,2,3,2,6,2
"4804",3,4,10,1,3,2,1,1,3,1,2,2,2,7,7,1,3,2,3,2,5,2
"4805",3,4,4,1,3,2,1,1,8,1,2,2,2,1,7,1,3,2,3,2,5,1
"4806",3,4,3,2,6,2,1,1,2,1,1,3,3,8,3,1,3,3,1,8,2,7
"4807",3,4,4,1,3,2,1,1,8,1,2,2,2,5,5,1,3,2,3,2,5,5
"4808",6,1,10,1,3,2,1,1,4,1,2,2,2,5,5,1,3,2,3,2,5,2
"4809",3,1,4,1,3,2,1,1,3,1,2,2,2,1,1,1,3,2,3,2,6,1
"4810",6,4,10,1,3,2,1,1,8,1,2,2,2,7,1,1,3,2,3,2,6,1
"4811",3,1,10,1,3,2,1,1,8,1,2,2,2,5,1,1,3,2,3,2,6,2
"4812",3,4,5,2,6,2,1,1,2,1,1,3,3,3,3,1,3,3,1,8,2,7
"4813",3,4,4,1,3,2,1,1,8,1,2,2,2,7,5,1,3,2,3,2,5,2
"4814",4,1,5,1,6,2,1,2,11,1,1,2,4,8,5,1,3,2,1,8,5,1
"4815",3,1,4,1,3,2,1,1,3,1,2,2,2,1,7,1,3,2,3,2,5,1
"4816",3,1,10,1,3,2,1,1,4,1,2,2,2,5,1,1,3,2,3,2,5,5
"4817",6,4,5,1,8,2,1,2,1,2,1,3,2,8,7,1,3,2,1,8,5,5
"4818",3,1,4,1,3,2,1,1,4,1,2,2,2,7,7,1,3,2,3,2,5,1
"4819",3,1,4,1,3,2,1,1,3,1,2,2,2,1,1,1,3,2,3,2,6,5
"4820",3,3,9,2,3,2,1,1,11,2,2,1,1,8,8,1,3,2,5,2,5,2
"4821",3,1,10,1,3,2,1,1,3,1,2,2,2,1,5,1,3,2,3,2,5,1
"4822",6,4,4,1,3,2,1,1,4,1,2,2,2,7,5,1,3,2,3,2,6,2
"4823",6,1,10,1,3,2,1,1,4,1,2,2,2,5,7,1,3,2,3,2,6,2
"4824",6,4,3,2,6,2,1,1,11,1,1,3,3,3,3,1,3,3,1,8,2,7
"4825",3,4,10,1,3,2,1,1,3,1,2,2,2,5,7,1,3,2,3,2,5,1
"4826",1,1,10,1,6,2,1,2,11,1,1,2,4,8,5,1,3,2,1,8,5,1
"4827",3,4,10,1,3,2,1,1,8,1,2,2,2,5,5,1,3,2,3,2,5,1
"4828",6,3,4,2,3,2,1,1,8,2,2,1,1,8,8,1,3,2,5,2,4,6
"4829",3,4,10,1,3,2,1,1,4,1,2,2,2,7,7,1,3,2,3,2,5,1
"4830",3,1,10,1,3,2,1,1,8,1,2,2,2,7,1,1,3,2,3,2,5,2
"4831",4,4,3,2,6,2,1,1,2,1,1,3,3,8,8,1,3,3,1,8,2,7
"4832",3,1,10,1,3,2,1,1,8,1,2,2,2,1,7,1,3,2,3,2,5,5
"4833",3,1,10,1,3,2,1,1,3,1,2,2,2,7,5,1,3,2,3,2,5,5
"4834",4,4,5,1,6,2,2,2,11,1,2,1,3,8,5,1,3,2,1,8,5,3
"4835",6,3,9,1,2,2,1,2,8,1,2,3,3,8,8,1,3,2,5,4,5,1
"4836",6,1,10,1,3,2,1,1,3,1,2,2,2,1,5,1,3,2,3,2,6,2
"4837",6,1,10,1,3,2,1,1,3,1,2,2,2,5,1,1,3,2,3,2,5,5
"4838",6,1,10,1,3,2,1,1,3,1,2,2,2,1,5,1,3,2,3,2,6,1
"4839",3,4,10,1,3,2,1,1,8,1,2,2,2,5,1,1,3,2,3,2,5,5
"4840",1,3,1,2,6,2,1,1,3,1,2,3,3,8,8,1,3,3,5,6,5,2
"4841",6,3,9,2,3,2,1,1,4,2,2,1,1,8,8,1,3,2,5,2,5,2
"4842",3,4,3,2,6,2,1,1,6,2,2,3,3,8,7,1,3,2,5,4,6,1
"4843",1,3,9,2,6,2,1,1,3,1,2,3,3,8,8,1,3,3,5,6,5,4
"4844",3,4,6,2,6,2,1,1,11,1,1,3,3,3,3,1,3,3,1,8,2,7
"4845",6,3,9,2,3,2,1,1,8,2,2,1,1,8,8,1,3,2,5,2,5,2
"4846",4,4,5,2,6,2,1,1,11,1,1,3,3,8,8,1,3,3,1,8,2,7
"4847",6,4,10,1,3,2,1,1,4,1,2,2,2,5,1,1,3,2,3,2,6,5
"4848",3,3,1,2,3,2,1,1,4,2,2,1,3,8,8,1,3,2,5,2,5,6
"4849",3,4,4,1,3,2,1,1,4,1,2,2,2,5,5,1,3,2,3,2,5,1
"4850",6,4,10,1,3,2,1,1,4,1,2,2,2,1,5,1,3,2,3,2,5,1
"4851",6,4,4,1,3,2,1,1,8,1,2,2,2,5,1,1,3,2,3,2,5,1
"4852",6,1,10,1,3,2,1,1,3,1,2,2,2,5,7,1,3,2,3,2,6,5
"4853",6,4,10,1,3,2,1,1,4,1,2,2,2,7,1,1,3,2,3,2,5,1
"4854",6,4,10,1,3,2,1,1,4,1,2,2,2,7,5,1,3,2,3,2,6,1
"4855",6,1,10,1,3,2,1,1,3,1,2,2,2,1,5,1,3,2,3,2,6,5
"4856",6,4,4,1,3,2,1,1,3,1,2,2,2,1,1,1,3,2,3,2,6,5
"4857",3,1,4,1,3,2,1,1,8,1,2,2,2,5,5,1,3,2,3,2,5,5
"4858",4,3,3,2,6,2,1,1,11,1,1,3,3,3,8,1,3,3,1,8,2,7
"4859",3,4,5,2,6,2,1,1,2,1,1,3,3,3,8,1,3,3,1,8,2,7
"4860",3,3,1,2,6,2,1,1,11,1,1,3,3,3,8,1,3,3,1,8,2,7
"4861",6,4,10,1,3,2,1,1,3,1,2,2,2,1,1,1,3,2,3,2,5,1
"4862",3,1,4,2,6,2,1,1,10,2,2,3,3,7,7,1,3,2,5,4,5,1
"4863",3,1,10,1,3,2,1,1,8,1,2,2,2,5,5,1,3,2,3,2,6,5
"4864",3,4,4,1,3,2,1,1,4,1,2,2,2,7,7,1,3,2,3,2,6,2
"4865",6,3,4,2,3,2,1,1,8,2,2,1,1,8,8,1,3,2,5,2,5,2
"4866",3,1,4,1,3,2,1,1,8,1,2,2,2,7,7,1,3,2,3,2,5,5
"4867",6,1,10,1,3,2,1,1,4,1,2,2,2,7,1,1,3,2,3,2,6,1
"4868",3,1,10,1,3,2,1,1,8,1,2,2,2,5,7,1,3,2,3,2,5,2
"4869",6,4,5,1,3,2,1,2,1,2,1,2,2,8,8,1,3,2,1,8,5,3
"4870",3,1,4,1,3,2,1,1,4,1,2,2,2,1,5,1,3,2,3,2,5,5
"4871",3,4,5,2,6,2,1,1,2,1,1,3,3,8,8,1,3,3,1,8,2,7
"4872",3,4,3,2,6,2,1,1,8,2,2,3,3,4,7,1,3,2,5,3,5,1
"4873",3,4,4,1,3,2,1,1,3,1,2,2,2,7,1,1,3,2,3,2,6,2
"4874",6,4,10,1,3,2,1,1,4,1,2,2,2,7,7,1,3,2,3,2,5,5
"4875",3,1,4,1,3,2,1,1,8,1,2,2,2,5,5,1,3,2,3,2,6,1
"4876",3,1,3,2,6,2,1,1,6,2,2,3,3,7,8,1,3,2,5,4,5,1
"4877",6,4,10,1,3,2,1,1,4,1,2,2,2,7,1,1,3,2,3,2,5,5
"4878",3,1,10,1,3,2,1,1,8,1,2,2,2,1,1,1,3,2,3,2,6,5
"4879",3,1,4,1,3,2,1,1,8,1,2,2,2,7,5,1,3,2,3,2,5,5
"4880",3,4,10,1,3,2,1,1,3,1,2,2,2,5,1,1,3,2,3,2,6,1
"4881",6,4,4,1,3,2,1,1,4,1,2,2,2,1,1,1,3,2,3,2,5,1
"4882",1,4,9,2,6,2,1,1,11,1,2,3,3,8,8,1,3,3,5,6,5,4
"4883",3,1,10,1,3,2,1,1,8,1,2,2,2,7,7,1,3,2,3,2,6,5
"4884",6,4,5,1,3,2,1,2,1,2,1,2,3,7,8,1,3,2,1,8,5,1
"4885",3,1,4,1,3,2,1,1,3,1,2,2,2,7,7,1,3,2,3,2,6,2
"4886",6,4,10,1,3,2,1,1,3,1,2,2,2,5,5,1,3,2,3,2,5,2
"4887",3,4,10,1,3,2,1,1,3,1,2,2,2,5,5,1,3,2,3,2,6,5
"4888",3,4,6,2,6,2,1,1,2,1,1,3,3,3,3,1,3,3,1,8,2,7
"4889",6,3,9,2,3,2,1,1,4,2,2,3,3,8,8,1,3,2,5,2,4,2
"4890",3,4,4,1,3,2,1,1,4,1,2,2,2,5,7,1,3,2,3,2,6,2
"4891",6,4,4,1,3,2,1,1,4,1,2,2,2,1,1,1,3,2,3,2,5,5
"4892",6,1,10,1,3,2,1,1,8,1,2,2,2,5,7,1,3,2,3,2,5,2
"4893",3,3,1,2,3,2,1,1,11,2,2,1,3,8,8,1,3,2,5,2,4,6
"4894",6,1,4,1,2,2,1,2,3,1,2,3,3,8,8,1,3,2,5,3,5,1
"4895",6,1,10,1,3,2,1,1,3,1,2,2,2,5,5,1,3,2,3,2,6,5
"4896",3,4,4,1,3,2,1,1,8,1,2,2,2,1,7,1,3,2,3,2,6,2
"4897",3,4,10,1,3,2,1,1,4,1,2,2,2,5,5,1,3,2,3,2,6,5
"4898",6,4,7,1,6,2,1,2,8,1,1,3,1,8,8,1,3,2,2,2,6,1
"4899",3,4,9,1,6,2,1,2,4,1,1,3,1,8,8,1,3,2,2,2,5,1
"4900",6,1,10,1,3,2,1,1,4,1,2,2,2,5,1,1,3,2,3,2,5,1
"4901",3,4,10,1,3,2,1,1,4,1,2,2,2,1,5,1,3,2,3,2,6,5
"4902",3,4,10,1,3,2,1,1,8,1,2,2,2,5,7,1,3,2,3,2,6,2
"4903",6,4,3,1,9,2,1,2,1,2,1,2,2,7,8,1,3,2,1,8,5,5
"4904",6,4,3,1,9,2,1,2,1,2,1,2,2,7,8,1,3,2,1,8,5,3
"4905",6,4,4,1,3,2,1,1,4,1,2,2,2,1,1,1,3,2,3,2,6,1
"4906",6,4,10,1,3,2,1,1,3,1,2,2,2,5,1,1,3,2,3,2,5,2
"4907",3,1,4,1,3,2,1,1,4,1,2,2,2,1,5,1,3,2,3,2,6,1
"4908",6,4,4,1,3,2,1,1,3,1,2,2,2,5,1,1,3,2,3,2,6,2
"4909",6,4,10,1,3,2,1,1,3,1,2,2,2,7,7,1,3,2,3,2,5,1
"4910",3,1,10,1,3,2,1,1,4,1,2,2,2,5,1,1,3,2,3,2,6,5
"4911",3,3,3,2,6,2,1,1,11,1,1,3,3,8,3,1,3,3,1,8,2,7
"4912",3,1,10,1,3,2,1,1,4,1,2,2,2,1,5,1,3,2,3,2,6,5
"4913",6,4,10,1,3,2,1,1,4,1,2,2,2,7,7,1,3,2,3,2,6,5
"4914",3,3,4,2,3,2,1,1,8,2,2,1,3,8,8,1,3,2,5,2,4,2
"4915",3,1,10,1,3,2,1,1,8,1,2,2,2,1,7,1,3,2,3,2,5,2
"4916",6,4,10,1,3,2,1,1,4,1,2,2,2,5,5,1,3,2,3,2,6,1
"4917",6,1,10,1,3,2,1,1,8,1,2,2,2,5,1,1,3,2,3,2,6,5
"4918",6,3,4,2,3,2,1,1,4,2,2,1,1,8,8,1,3,2,5,2,5,6
"4919",3,4,4,1,3,2,1,1,8,1,2,2,2,7,7,1,3,2,3,2,6,2
"4920",3,1,4,1,3,2,1,1,4,1,2,2,2,7,5,1,3,2,3,2,5,2
"4921",6,3,9,1,2,2,1,2,6,1,2,3,3,8,8,1,3,2,5,3,5,1
"4922",3,4,4,1,3,2,1,1,8,1,2,2,2,1,1,1,3,2,3,2,6,5
"4923",3,4,3,2,6,2,1,1,10,2,2,3,3,7,8,1,3,2,5,4,6,1
"4924",6,1,10,1,3,2,1,1,3,1,2,2,2,7,7,1,3,2,3,2,6,2
"4925",6,4,10,1,3,2,1,1,8,1,2,2,2,5,7,1,3,2,3,2,6,5
"4926",4,3,1,2,6,2,1,1,2,1,1,3,3,8,8,1,3,3,1,8,2,7
"4927",3,1,10,1,3,2,1,1,4,1,2,2,2,1,7,1,3,2,3,2,5,2
"4928",3,1,10,1,3,2,1,1,3,1,2,2,2,7,7,1,3,2,3,2,5,1
"4929",6,4,10,1,3,2,1,1,3,1,2,2,2,1,1,1,3,2,3,2,6,2
"4930",6,1,5,1,6,2,2,2,11,1,2,3,1,8,5,1,3,2,1,8,5,3
"4931",6,4,3,2,6,2,1,1,2,1,1,3,3,3,3,1,3,3,1,8,2,7
"4932",6,4,4,1,3,2,1,1,3,1,2,2,2,7,5,1,3,2,3,2,5,5
"4933",6,1,10,1,3,2,1,1,3,1,2,2,2,7,1,1,3,2,3,2,5,2
"4934",3,3,4,2,3,2,1,1,4,2,2,1,1,8,8,1,3,2,5,2,5,2
"4935",6,4,10,1,3,2,1,1,3,1,2,2,2,7,1,1,3,2,3,2,6,2
"4936",3,4,4,1,3,2,1,1,8,1,2,2,2,1,5,1,3,2,3,2,5,5
"4937",6,4,4,1,3,2,1,1,8,1,2,2,2,5,1,1,3,2,3,2,5,2
"4938",6,4,5,1,8,2,1,2,1,2,1,3,2,8,8,1,3,2,1,8,5,5
"4939",4,3,1,2,6,2,1,1,11,1,1,3,3,3,8,1,3,3,1,8,2,7
"4940",3,1,10,1,3,2,1,1,3,1,2,2,2,1,7,1,3,2,3,2,6,1
"4941",6,1,4,1,3,2,1,1,3,1,2,2,2,1,7,1,3,2,3,2,5,5
"4942",3,4,4,1,3,2,1,1,4,1,2,2,2,1,1,1,3,2,3,2,6,5
"4943",6,1,10,1,3,2,1,1,3,1,2,2,2,1,5,1,3,2,3,2,5,1
"4944",3,4,10,1,3,2,1,1,4,1,2,2,2,5,5,1,3,2,3,2,5,2
"4945",4,3,6,2,6,2,1,1,11,1,1,3,3,3,3,1,3,3,1,8,2,7
"4946",3,4,5,1,6,2,1,2,11,1,1,2,4,8,5,1,3,2,1,8,5,1
"4947",6,4,4,1,3,2,1,1,3,1,2,2,2,5,5,1,3,2,3,2,6,1
"4948",6,1,10,1,3,2,1,1,4,1,2,2,2,5,7,1,3,2,3,2,6,1
"4949",6,4,4,1,3,2,1,1,4,1,2,2,2,5,1,1,3,2,3,2,5,5
"4950",3,3,1,2,3,2,1,1,11,2,2,1,1,8,8,1,3,2,5,2,5,6
"4951",3,3,1,2,6,2,1,1,11,1,1,3,3,8,8,1,3,3,1,8,2,7
"4952",3,3,9,2,3,2,1,1,11,2,2,1,1,8,8,1,3,2,5,2,4,6
"4953",3,4,4,1,3,2,1,1,3,1,2,2,2,1,5,1,3,2,3,2,6,5
"4954",6,1,10,1,3,2,1,1,3,1,2,2,2,1,1,1,3,2,3,2,5,5
"4955",3,4,4,1,3,2,1,1,4,1,2,2,2,5,5,1,3,2,3,2,5,5
"4956",3,4,10,1,3,2,1,1,3,1,2,2,2,5,1,1,3,2,3,2,6,2
"4957",3,1,10,1,3,2,1,1,8,1,2,2,2,5,5,1,3,2,3,2,5,1
"4958",6,3,1,2,3,2,1,1,4,2,2,3,3,8,8,1,3,2,5,2,5,6
"4959",3,1,4,1,3,2,1,1,3,1,2,2,2,7,7,1,3,2,3,2,6,5
"4960",6,4,4,1,3,2,1,1,4,1,2,2,2,7,5,1,3,2,3,2,6,1
"4961",3,1,10,1,3,2,1,1,8,1,2,2,2,1,1,1,3,2,3,2,6,2
"4962",3,4,10,1,3,2,1,1,4,1,2,2,2,7,7,1,3,2,3,2,6,1
"4963",3,3,4,2,3,2,1,1,8,2,2,3,1,8,8,1,3,2,5,2,4,6
"4964",3,3,1,2,6,2,1,1,11,1,1,3,3,8,3,1,3,3,1,8,2,7
"4965",6,3,6,2,6,2,1,1,11,1,1,3,3,3,3,1,3,3,1,8,2,7
"4966",4,3,5,2,6,2,1,1,2,1,1,3,3,8,8,1,3,3,1,8,2,7
"4967",3,4,6,2,6,2,1,1,3,1,2,3,3,8,8,1,3,3,5,6,5,2
"4968",3,4,4,1,3,2,1,1,8,1,2,2,2,7,7,1,3,2,3,2,5,5
"4969",6,4,10,1,3,2,1,1,4,1,2,2,2,1,1,1,3,2,3,2,5,5
"4970",3,1,4,1,3,2,1,1,3,1,2,2,2,1,7,1,3,2,3,2,5,2
"4971",3,1,4,1,3,2,1,1,8,1,2,2,2,7,7,1,3,2,3,2,6,1
"4972",6,1,10,1,3,2,1,1,8,1,2,2,2,1,5,1,3,2,3,2,6,5
"4973",3,1,4,1,3,2,1,1,8,1,2,2,2,5,1,1,3,2,3,2,5,1
"4974",3,4,4,1,3,2,1,1,4,1,2,2,2,1,7,1,3,2,3,2,6,1
"4975",3,4,10,1,3,2,1,1,4,1,2,2,2,1,1,1,3,2,3,2,5,1
"4976",3,1,10,1,3,2,1,1,8,1,2,2,2,1,1,1,3,2,3,2,5,2
"4977",3,4,10,1,3,2,1,1,8,1,2,2,2,7,5,1,3,2,3,2,6,2
"4978",6,4,10,1,3,2,1,1,8,1,2,2,2,7,1,1,3,2,3,2,5,1
"4979",6,4,10,1,3,2,1,1,4,1,2,2,2,1,5,1,3,2,3,2,6,5
"4980",3,4,4,1,3,2,1,1,3,1,2,2,2,7,5,1,3,2,3,2,5,2
"4981",3,1,4,1,3,2,1,1,3,1,2,2,2,1,7,1,3,2,3,2,6,1
"4982",6,4,10,1,3,2,1,1,3,1,2,2,2,5,7,1,3,2,3,2,5,5
"4983",6,4,10,1,3,2,1,1,3,1,2,2,2,5,5,1,3,2,3,2,6,5
"4984",3,4,8,1,6,2,1,2,11,1,1,3,1,8,8,1,3,2,2,2,6,1
