"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"4651",2,3,1,4,1,3,2,1,1,3,1,2,2,2,1,5,1,3,2,3,2,6,2
"4652",1,3,4,5,2,6,2,1,1,6,2,2,3,3,7,7,1,3,2,5,4,6,1
"4653",2,6,1,10,1,3,2,1,1,4,1,2,2,2,7,5,1,3,2,3,2,5,5
"4654",2,3,1,4,1,3,2,1,1,4,1,2,2,2,5,7,1,3,2,3,2,6,1
"4655",2,6,4,4,1,3,2,1,1,4,1,2,2,2,5,1,1,3,2,3,2,6,5
"4656",2,3,1,10,1,3,2,1,1,8,1,2,2,2,5,5,1,3,2,3,2,6,2
"4657",2,6,1,10,1,3,2,1,1,4,1,2,2,2,1,1,1,3,2,3,2,5,1
"4658",2,6,4,10,1,3,2,1,1,3,1,2,2,2,1,5,1,3,2,3,2,5,5
"4659",2,6,1,10,1,3,2,1,1,3,1,2,2,2,1,5,1,3,2,3,2,5,5
"4660",2,3,4,4,1,3,2,1,1,3,1,2,2,2,5,7,1,3,2,3,2,5,2
"4661",2,6,3,9,2,3,2,1,1,4,2,2,1,1,8,8,1,3,2,5,2,4,6
"4662",1,3,4,3,2,6,2,1,1,11,1,1,3,3,8,8,1,3,3,1,8,2,7
"4663",1,6,4,8,1,6,2,1,2,11,1,1,3,1,8,8,1,3,2,2,2,6,1
"4664",2,6,4,10,1,3,2,1,1,8,1,2,2,2,1,5,1,3,2,3,2,5,2
"4665",2,6,4,4,1,3,2,1,1,8,1,2,2,2,5,7,1,3,2,3,2,6,1
"4666",2,6,1,10,1,3,2,1,1,8,1,2,2,2,7,7,1,3,2,3,2,6,5
"4667",2,3,1,4,1,3,2,1,1,4,1,2,2,2,7,5,1,3,2,3,2,6,1
"4668",2,6,4,4,1,3,2,1,1,3,1,2,2,2,7,1,1,3,2,3,2,6,5
"4669",2,3,1,4,1,3,2,1,1,4,1,2,2,2,1,5,1,3,2,3,2,6,2
"4670",2,3,1,10,1,3,2,1,1,8,1,2,2,2,7,5,1,3,2,3,2,6,2
"4671",2,6,4,4,1,3,2,1,1,4,1,2,2,2,7,7,1,3,2,3,2,6,5
"4672",2,3,4,4,1,3,2,1,1,3,1,2,2,2,5,1,1,3,2,3,2,6,5
"4673",1,3,3,6,2,6,2,1,1,11,1,1,3,3,8,3,1,3,3,1,8,2,7
"4674",2,3,1,4,1,3,2,1,1,4,1,2,2,2,7,5,1,3,2,3,2,6,5
"4675",2,6,4,10,1,3,2,1,1,3,1,2,2,2,1,7,1,3,2,3,2,6,5
"4676",2,6,4,4,1,3,2,1,1,3,1,2,2,2,5,1,1,3,2,3,2,6,5
"4677",2,3,1,10,1,3,2,1,1,3,1,2,2,2,1,5,1,3,2,3,2,5,2
"4678",2,6,1,10,1,3,2,1,1,8,1,2,2,2,7,5,1,3,2,3,2,6,1
"4679",2,3,4,4,1,3,2,1,1,3,1,2,2,2,5,1,1,3,2,3,2,6,1
"4680",2,3,4,10,1,3,2,1,1,3,1,2,2,2,5,7,1,3,2,3,2,6,5
"4681",2,6,4,4,1,3,2,1,1,8,1,2,2,2,1,7,1,3,2,3,2,6,2
"4682",2,6,4,4,1,3,2,1,1,3,1,2,2,2,1,5,1,3,2,3,2,6,1
"4683",2,3,1,10,1,3,2,1,1,3,1,2,2,2,5,7,1,3,2,3,2,6,5
"4684",2,3,1,4,1,3,2,1,1,8,1,2,2,2,1,5,1,3,2,3,2,6,1
"4685",2,6,4,4,1,3,2,1,1,4,1,2,2,2,1,5,1,3,2,3,2,6,5
"4686",2,3,1,10,1,3,2,1,1,8,1,2,2,2,7,7,1,3,2,3,2,5,5
"4687",2,3,4,4,1,3,2,1,1,4,1,2,2,2,5,7,1,3,2,3,2,5,1
"4688",2,6,4,4,1,3,2,1,1,8,1,2,2,2,5,7,1,3,2,3,2,6,2
"4689",2,3,1,4,1,3,2,1,1,4,1,2,2,2,1,1,1,3,2,3,2,5,1
"4690",2,6,4,4,1,3,2,1,1,4,1,2,2,2,5,7,1,3,2,3,2,6,2
"4691",2,3,1,4,1,3,2,1,1,8,1,2,2,2,7,5,1,3,2,3,2,5,1
"4692",2,6,4,10,1,3,2,1,1,3,1,2,2,2,1,1,1,3,2,3,2,6,5
"4693",2,6,1,10,1,3,2,1,1,8,1,2,2,2,7,7,1,3,2,3,2,6,2
"4694",2,6,4,4,1,3,2,1,1,4,1,2,2,2,1,7,1,3,2,3,2,5,5
"4695",2,3,1,10,1,3,2,1,1,4,1,2,2,2,5,7,1,3,2,3,2,5,5
"4696",1,3,4,5,2,6,2,1,1,6,2,2,3,3,8,4,1,3,2,5,4,6,1
"4697",2,3,1,4,1,3,2,1,1,4,1,2,2,2,7,1,1,3,2,3,2,6,1
"4698",2,6,4,10,1,3,2,1,1,4,1,2,2,2,5,5,1,3,2,3,2,6,5
"4699",2,6,3,4,2,3,2,1,1,4,2,2,1,1,8,8,1,3,2,5,2,4,2
"4700",2,3,4,10,1,3,2,1,1,4,1,2,2,2,5,5,1,3,2,3,2,5,5
"4701",2,6,4,10,1,3,2,1,1,8,1,2,2,2,5,7,1,3,2,3,2,5,5
"4702",2,6,1,9,1,2,2,1,2,3,1,2,3,3,8,8,1,3,2,5,3,4,1
"4703",2,6,1,10,1,3,2,1,1,3,1,2,2,2,5,7,1,3,2,3,2,6,1
"4704",2,3,3,1,2,3,2,1,1,4,2,2,1,3,8,8,1,3,2,5,2,4,6
"4705",2,6,4,10,1,3,2,1,1,4,1,2,2,2,7,1,1,3,2,3,2,6,2
"4706",2,6,4,4,1,3,2,1,1,4,1,2,2,2,5,7,1,3,2,3,2,6,1
"4707",2,3,1,10,1,3,2,1,1,3,1,2,2,2,1,1,1,3,2,3,2,6,2
"4708",2,3,3,6,2,6,2,1,1,11,1,2,3,3,8,8,1,3,3,5,6,5,2
"4709",2,3,3,1,2,3,2,1,1,8,2,2,1,1,8,8,1,3,2,5,2,5,6
"4710",2,6,4,4,1,3,2,1,1,3,1,2,2,2,1,1,1,3,2,3,2,5,2
"4711",2,6,4,4,1,3,2,1,1,4,1,2,2,2,7,1,1,3,2,3,2,6,2
"4712",2,6,4,4,1,3,2,1,1,8,1,2,2,2,1,7,1,3,2,3,2,5,2
"4713",2,3,1,4,1,3,2,1,1,3,1,2,2,2,7,5,1,3,2,3,2,6,5
"4714",2,3,1,4,1,3,2,1,1,3,1,2,2,2,7,7,1,3,2,3,2,5,5
"4715",2,6,1,10,1,3,2,1,1,4,1,2,2,2,7,7,1,3,2,3,2,6,5
"4716",2,3,1,10,1,3,2,1,1,4,1,2,2,2,7,5,1,3,2,3,2,5,5
"4717",1,3,4,8,1,6,2,1,2,10,1,1,3,1,8,8,1,3,2,2,2,5,1
"4718",2,6,1,10,1,3,2,1,1,3,1,2,2,2,1,1,1,3,2,3,2,6,2
"4719",1,3,1,3,2,6,2,1,1,11,2,2,3,3,4,8,1,3,2,5,4,5,1
"4720",2,3,1,10,1,3,2,1,1,3,1,2,2,2,5,7,1,3,2,3,2,6,2
"4721",2,6,1,10,1,3,2,1,1,3,1,2,2,2,7,7,1,3,2,3,2,5,2
"4722",2,6,4,5,1,3,2,1,2,1,2,1,2,3,7,7,1,3,2,1,8,5,3
"4723",2,6,4,4,1,3,2,1,1,3,1,2,2,2,1,1,1,3,2,3,2,6,2
"4724",2,6,1,10,1,3,2,1,1,8,1,2,2,2,1,7,1,3,2,3,2,6,1
"4725",2,3,1,4,1,3,2,1,1,8,1,2,2,2,7,7,1,3,2,3,2,6,2
"4726",2,6,4,4,1,3,2,1,1,3,1,2,2,2,1,1,1,3,2,3,2,5,5
"4727",2,6,4,4,1,3,2,1,1,4,1,2,2,2,1,1,1,3,2,3,2,6,2
"4728",2,6,1,10,1,3,2,1,1,4,1,2,2,2,1,7,1,3,2,3,2,6,1
"4729",2,3,1,10,1,3,2,1,1,4,1,2,2,2,5,5,1,3,2,3,2,6,2
"4730",2,3,4,4,1,3,2,1,1,3,1,2,2,2,5,7,1,3,2,3,2,5,5
"4731",2,3,4,4,1,3,2,1,1,4,1,2,2,2,7,1,1,3,2,3,2,6,2
"4732",1,3,4,5,2,6,2,1,1,6,2,2,3,3,7,8,1,3,2,5,4,6,1
"4733",2,6,4,10,1,3,2,1,1,3,1,2,2,2,5,7,1,3,2,3,2,5,2
"4734",1,3,1,3,2,6,2,1,1,11,2,2,3,3,8,8,1,3,2,5,3,6,1
"4735",2,6,1,10,1,3,2,1,1,4,1,2,2,2,1,5,1,3,2,3,2,6,1
"4736",2,6,4,4,1,3,2,1,1,4,1,2,2,2,7,1,1,3,2,3,2,6,5
"4737",2,3,4,4,1,3,2,1,1,4,1,2,2,2,7,5,1,3,2,3,2,6,5
"4738",2,6,1,10,1,3,2,1,1,8,1,2,2,2,7,1,1,3,2,3,2,6,5
"4739",2,3,1,4,1,3,2,1,1,4,1,2,2,2,5,1,1,3,2,3,2,5,1
"4740",2,3,1,4,1,3,2,1,1,8,1,2,2,2,7,1,1,3,2,3,2,5,1
"4741",2,3,4,4,1,3,2,1,1,8,1,2,2,2,5,1,1,3,2,3,2,6,5
"4742",2,3,4,4,1,3,2,1,1,3,1,2,2,2,7,5,1,3,2,3,2,6,2
"4743",2,6,1,10,1,3,2,1,1,3,1,2,2,2,1,7,1,3,2,3,2,5,1
"4744",2,6,4,10,1,3,2,1,1,4,1,2,2,2,7,5,1,3,2,3,2,6,5
"4745",2,3,1,10,1,3,2,1,1,3,1,2,2,2,5,7,1,3,2,3,2,5,1
"4746",2,6,4,4,1,3,2,1,1,3,1,2,2,2,1,7,1,3,2,3,2,6,1
"4747",2,3,1,10,1,3,2,1,1,3,1,2,2,2,7,1,1,3,2,3,2,6,5
"4748",2,3,4,4,1,3,2,1,1,3,1,2,2,2,1,7,1,3,2,3,2,5,1
"4749",2,6,1,6,1,2,2,2,2,8,1,2,3,3,8,8,1,3,2,5,3,4,1
"4750",2,3,1,10,1,3,2,1,1,3,1,2,2,2,7,1,1,3,2,3,2,5,1
"4751",2,6,4,4,1,3,2,1,1,4,1,2,2,2,5,7,1,3,2,3,2,5,1
"4752",2,6,4,10,1,3,2,1,1,8,1,2,2,2,1,7,1,3,2,3,2,6,2
"4753",2,6,4,4,1,3,2,1,1,4,1,2,2,2,7,1,1,3,2,3,2,5,1
"4754",2,3,4,10,1,3,2,1,1,4,1,2,2,2,5,1,1,3,2,3,2,5,5
"4755",2,6,4,4,1,3,2,1,1,3,1,2,2,2,1,7,1,3,2,3,2,6,5
"4756",2,6,1,10,1,3,2,1,1,3,1,2,2,2,7,5,1,3,2,3,2,5,1
"4757",2,3,4,4,1,3,2,1,1,3,1,2,2,2,1,1,1,3,2,3,2,5,1
"4758",2,3,4,4,1,3,2,1,1,8,1,2,2,2,7,1,1,3,2,3,2,5,2
"4759",2,6,4,10,1,3,2,1,1,8,1,2,2,2,7,5,1,3,2,3,2,6,1
"4760",2,3,1,10,1,3,2,1,1,4,1,2,2,2,7,1,1,3,2,3,2,6,1
"4761",2,6,4,4,1,3,2,1,1,3,1,2,2,2,7,5,1,3,2,3,2,5,1
"4762",2,6,4,10,1,3,2,1,1,8,1,2,2,2,1,1,1,3,2,3,2,6,1
"4763",2,6,4,4,1,3,2,1,1,3,1,2,2,2,1,7,1,3,2,3,2,5,1
"4764",2,6,4,4,1,3,2,1,1,3,1,2,2,2,1,7,1,3,2,3,2,6,2
"4765",2,6,1,10,1,3,2,1,1,3,1,2,2,2,5,1,1,3,2,3,2,5,2
"4766",2,6,4,4,1,3,2,1,1,8,1,2,2,2,5,1,1,3,2,3,2,6,1
"4767",2,3,1,4,1,3,2,1,1,3,1,2,2,2,7,1,1,3,2,3,2,6,5
"4768",2,3,1,4,1,3,2,1,1,8,1,2,2,2,1,1,1,3,2,3,2,5,2
"4769",2,6,4,4,1,3,2,1,1,4,1,2,2,2,5,5,1,3,2,3,2,5,5
"4770",2,6,1,10,1,3,2,1,1,4,1,2,2,2,5,7,1,3,2,3,2,5,1
"4771",2,6,4,4,1,3,2,1,1,3,1,2,2,2,7,5,1,3,2,3,2,6,1
"4772",2,3,1,4,1,3,2,1,1,8,1,2,2,2,5,1,1,3,2,3,2,5,5
"4773",2,6,4,10,1,3,2,1,1,4,1,2,2,2,5,7,1,3,2,3,2,5,5
"4774",2,6,1,10,1,3,2,1,1,4,1,2,2,2,7,5,1,3,2,3,2,5,1
"4775",2,3,4,4,1,3,2,1,1,8,1,2,2,2,5,5,1,3,2,3,2,6,1
"4776",2,3,1,4,1,3,2,1,1,8,1,2,2,2,1,7,1,3,2,3,2,5,5
"4777",1,6,3,6,2,6,2,1,1,2,1,1,3,3,8,8,1,3,3,1,8,2,7
"4778",2,3,1,10,1,3,2,1,1,8,1,2,2,2,5,7,1,3,2,3,2,5,1
"4779",2,6,3,6,1,2,2,2,2,3,1,2,3,3,8,8,1,3,2,5,3,5,1
"4780",2,6,1,10,1,3,2,1,1,4,1,2,2,2,7,7,1,3,2,3,2,6,2
"4781",2,3,1,4,1,3,2,1,1,3,1,2,2,2,1,7,1,3,2,3,2,6,5
"4782",2,6,1,10,1,3,2,1,1,8,1,2,2,2,5,1,1,3,2,3,2,6,2
"4783",1,3,1,3,2,6,2,1,1,8,2,2,3,3,7,7,1,3,2,5,4,6,1
"4784",2,6,4,10,1,3,2,1,1,3,1,2,2,2,1,5,1,3,2,3,2,5,1
"4785",2,6,1,10,1,3,2,1,1,8,1,2,2,2,1,7,1,3,2,3,2,6,2
"4786",2,3,4,4,1,3,2,1,1,4,1,2,2,2,5,7,1,3,2,3,2,5,2
"4787",2,3,1,10,1,3,2,1,1,8,1,2,2,2,1,7,1,3,2,3,2,6,2
"4788",1,3,4,5,2,6,2,1,1,6,2,2,3,3,7,8,1,3,2,5,4,5,1
"4789",2,6,4,10,1,3,2,1,1,4,1,2,2,2,1,1,1,3,2,3,2,6,5
"4790",2,3,1,4,1,3,2,1,1,4,1,2,2,2,7,1,1,3,2,3,2,5,5
"4791",2,6,4,10,1,3,2,1,1,4,1,2,2,2,7,5,1,3,2,3,2,5,5
"4792",2,3,1,10,1,3,2,1,1,4,1,2,2,2,7,5,1,3,2,3,2,6,1
"4793",2,3,4,10,1,3,2,1,1,4,1,2,2,2,5,7,1,3,2,3,2,6,1
"4794",2,3,4,4,1,3,2,1,1,4,1,2,2,2,7,7,1,3,2,3,2,5,2
"4795",2,3,1,4,1,3,2,1,1,4,1,2,2,2,1,7,1,3,2,3,2,5,2
"4796",2,6,4,10,1,3,2,1,1,8,1,2,2,2,1,5,1,3,2,3,2,6,2
"4797",2,3,4,4,1,3,2,1,1,3,1,2,2,2,5,5,1,3,2,3,2,6,5
"4798",2,6,4,10,1,3,2,1,1,3,1,2,2,2,5,5,1,3,2,3,2,6,2
"4799",1,3,1,4,2,6,2,1,1,10,2,2,3,3,8,8,1,3,2,5,4,6,1
"4800",2,6,3,4,2,3,2,1,1,4,2,2,1,3,8,8,1,3,2,5,2,4,2
"4801",2,6,4,5,1,3,2,1,2,1,2,1,3,2,7,8,1,3,2,1,8,5,5
"4802",2,3,3,4,2,3,2,1,1,8,2,2,3,1,8,8,1,3,2,5,2,5,2
"4803",2,3,4,4,1,3,2,1,1,3,1,2,2,2,1,5,1,3,2,3,2,6,2
"4804",2,3,4,10,1,3,2,1,1,3,1,2,2,2,7,7,1,3,2,3,2,5,2
"4805",2,3,4,4,1,3,2,1,1,8,1,2,2,2,1,7,1,3,2,3,2,5,1
"4806",1,3,4,3,2,6,2,1,1,2,1,1,3,3,8,3,1,3,3,1,8,2,7
"4807",2,3,4,4,1,3,2,1,1,8,1,2,2,2,5,5,1,3,2,3,2,5,5
"4808",2,6,1,10,1,3,2,1,1,4,1,2,2,2,5,5,1,3,2,3,2,5,2
"4809",2,3,1,4,1,3,2,1,1,3,1,2,2,2,1,1,1,3,2,3,2,6,1
"4810",2,6,4,10,1,3,2,1,1,8,1,2,2,2,7,1,1,3,2,3,2,6,1
"4811",2,3,1,10,1,3,2,1,1,8,1,2,2,2,5,1,1,3,2,3,2,6,2
"4812",1,3,4,5,2,6,2,1,1,2,1,1,3,3,3,3,1,3,3,1,8,2,7
"4813",2,3,4,4,1,3,2,1,1,8,1,2,2,2,7,5,1,3,2,3,2,5,2
"4814",2,4,1,5,1,6,2,1,2,11,1,1,2,4,8,5,1,3,2,1,8,5,1
"4815",2,3,1,4,1,3,2,1,1,3,1,2,2,2,1,7,1,3,2,3,2,5,1
"4816",2,3,1,10,1,3,2,1,1,4,1,2,2,2,5,1,1,3,2,3,2,5,5
"4817",2,6,4,5,1,8,2,1,2,1,2,1,3,2,8,7,1,3,2,1,8,5,5
"4818",2,3,1,4,1,3,2,1,1,4,1,2,2,2,7,7,1,3,2,3,2,5,1
"4819",2,3,1,4,1,3,2,1,1,3,1,2,2,2,1,1,1,3,2,3,2,6,5
"4820",2,3,3,9,2,3,2,1,1,11,2,2,1,1,8,8,1,3,2,5,2,5,2
"4821",2,3,1,10,1,3,2,1,1,3,1,2,2,2,1,5,1,3,2,3,2,5,1
"4822",2,6,4,4,1,3,2,1,1,4,1,2,2,2,7,5,1,3,2,3,2,6,2
"4823",2,6,1,10,1,3,2,1,1,4,1,2,2,2,5,7,1,3,2,3,2,6,2
"4824",1,6,4,3,2,6,2,1,1,11,1,1,3,3,3,3,1,3,3,1,8,2,7
"4825",2,3,4,10,1,3,2,1,1,3,1,2,2,2,5,7,1,3,2,3,2,5,1
"4826",2,1,1,10,1,6,2,1,2,11,1,1,2,4,8,5,1,3,2,1,8,5,1
"4827",2,3,4,10,1,3,2,1,1,8,1,2,2,2,5,5,1,3,2,3,2,5,1
"4828",2,6,3,4,2,3,2,1,1,8,2,2,1,1,8,8,1,3,2,5,2,4,6
"4829",2,3,4,10,1,3,2,1,1,4,1,2,2,2,7,7,1,3,2,3,2,5,1
"4830",2,3,1,10,1,3,2,1,1,8,1,2,2,2,7,1,1,3,2,3,2,5,2
"4831",1,4,4,3,2,6,2,1,1,2,1,1,3,3,8,8,1,3,3,1,8,2,7
"4832",2,3,1,10,1,3,2,1,1,8,1,2,2,2,1,7,1,3,2,3,2,5,5
"4833",2,3,1,10,1,3,2,1,1,3,1,2,2,2,7,5,1,3,2,3,2,5,5
"4834",1,4,4,5,1,6,2,2,2,11,1,2,1,3,8,5,1,3,2,1,8,5,3
"4835",2,6,3,9,1,2,2,1,2,8,1,2,3,3,8,8,1,3,2,5,4,5,1
"4836",2,6,1,10,1,3,2,1,1,3,1,2,2,2,1,5,1,3,2,3,2,6,2
"4837",2,6,1,10,1,3,2,1,1,3,1,2,2,2,5,1,1,3,2,3,2,5,5
"4838",2,6,1,10,1,3,2,1,1,3,1,2,2,2,1,5,1,3,2,3,2,6,1
"4839",2,3,4,10,1,3,2,1,1,8,1,2,2,2,5,1,1,3,2,3,2,5,5
"4840",2,1,3,1,2,6,2,1,1,3,1,2,3,3,8,8,1,3,3,5,6,5,2
"4841",2,6,3,9,2,3,2,1,1,4,2,2,1,1,8,8,1,3,2,5,2,5,2
"4842",1,3,4,3,2,6,2,1,1,6,2,2,3,3,8,7,1,3,2,5,4,6,1
"4843",2,1,3,9,2,6,2,1,1,3,1,2,3,3,8,8,1,3,3,5,6,5,4
"4844",1,3,4,6,2,6,2,1,1,11,1,1,3,3,3,3,1,3,3,1,8,2,7
"4845",2,6,3,9,2,3,2,1,1,8,2,2,1,1,8,8,1,3,2,5,2,5,2
"4846",1,4,4,5,2,6,2,1,1,11,1,1,3,3,8,8,1,3,3,1,8,2,7
"4847",2,6,4,10,1,3,2,1,1,4,1,2,2,2,5,1,1,3,2,3,2,6,5
"4848",2,3,3,1,2,3,2,1,1,4,2,2,1,3,8,8,1,3,2,5,2,5,6
"4849",2,3,4,4,1,3,2,1,1,4,1,2,2,2,5,5,1,3,2,3,2,5,1
"4850",2,6,4,10,1,3,2,1,1,4,1,2,2,2,1,5,1,3,2,3,2,5,1
"4851",2,6,4,4,1,3,2,1,1,8,1,2,2,2,5,1,1,3,2,3,2,5,1
"4852",2,6,1,10,1,3,2,1,1,3,1,2,2,2,5,7,1,3,2,3,2,6,5
"4853",2,6,4,10,1,3,2,1,1,4,1,2,2,2,7,1,1,3,2,3,2,5,1
"4854",2,6,4,10,1,3,2,1,1,4,1,2,2,2,7,5,1,3,2,3,2,6,1
"4855",2,6,1,10,1,3,2,1,1,3,1,2,2,2,1,5,1,3,2,3,2,6,5
"4856",2,6,4,4,1,3,2,1,1,3,1,2,2,2,1,1,1,3,2,3,2,6,5
"4857",2,3,1,4,1,3,2,1,1,8,1,2,2,2,5,5,1,3,2,3,2,5,5
"4858",1,4,3,3,2,6,2,1,1,11,1,1,3,3,3,8,1,3,3,1,8,2,7
"4859",1,3,4,5,2,6,2,1,1,2,1,1,3,3,3,8,1,3,3,1,8,2,7
"4860",1,3,3,1,2,6,2,1,1,11,1,1,3,3,3,8,1,3,3,1,8,2,7
"4861",2,6,4,10,1,3,2,1,1,3,1,2,2,2,1,1,1,3,2,3,2,5,1
"4862",1,3,1,4,2,6,2,1,1,10,2,2,3,3,7,7,1,3,2,5,4,5,1
"4863",2,3,1,10,1,3,2,1,1,8,1,2,2,2,5,5,1,3,2,3,2,6,5
"4864",2,3,4,4,1,3,2,1,1,4,1,2,2,2,7,7,1,3,2,3,2,6,2
"4865",2,6,3,4,2,3,2,1,1,8,2,2,1,1,8,8,1,3,2,5,2,5,2
"4866",2,3,1,4,1,3,2,1,1,8,1,2,2,2,7,7,1,3,2,3,2,5,5
"4867",2,6,1,10,1,3,2,1,1,4,1,2,2,2,7,1,1,3,2,3,2,6,1
"4868",2,3,1,10,1,3,2,1,1,8,1,2,2,2,5,7,1,3,2,3,2,5,2
"4869",2,6,4,5,1,3,2,1,2,1,2,1,2,2,8,8,1,3,2,1,8,5,3
"4870",2,3,1,4,1,3,2,1,1,4,1,2,2,2,1,5,1,3,2,3,2,5,5
"4871",1,3,4,5,2,6,2,1,1,2,1,1,3,3,8,8,1,3,3,1,8,2,7
"4872",1,3,4,3,2,6,2,1,1,8,2,2,3,3,4,7,1,3,2,5,3,5,1
"4873",2,3,4,4,1,3,2,1,1,3,1,2,2,2,7,1,1,3,2,3,2,6,2
"4874",2,6,4,10,1,3,2,1,1,4,1,2,2,2,7,7,1,3,2,3,2,5,5
"4875",2,3,1,4,1,3,2,1,1,8,1,2,2,2,5,5,1,3,2,3,2,6,1
"4876",1,3,1,3,2,6,2,1,1,6,2,2,3,3,7,8,1,3,2,5,4,5,1
"4877",2,6,4,10,1,3,2,1,1,4,1,2,2,2,7,1,1,3,2,3,2,5,5
"4878",2,3,1,10,1,3,2,1,1,8,1,2,2,2,1,1,1,3,2,3,2,6,5
"4879",2,3,1,4,1,3,2,1,1,8,1,2,2,2,7,5,1,3,2,3,2,5,5
"4880",2,3,4,10,1,3,2,1,1,3,1,2,2,2,5,1,1,3,2,3,2,6,1
"4881",2,6,4,4,1,3,2,1,1,4,1,2,2,2,1,1,1,3,2,3,2,5,1
"4882",2,1,4,9,2,6,2,1,1,11,1,2,3,3,8,8,1,3,3,5,6,5,4
"4883",2,3,1,10,1,3,2,1,1,8,1,2,2,2,7,7,1,3,2,3,2,6,5
"4884",2,6,4,5,1,3,2,1,2,1,2,1,2,3,7,8,1,3,2,1,8,5,1
"4885",2,3,1,4,1,3,2,1,1,3,1,2,2,2,7,7,1,3,2,3,2,6,2
"4886",2,6,4,10,1,3,2,1,1,3,1,2,2,2,5,5,1,3,2,3,2,5,2
"4887",2,3,4,10,1,3,2,1,1,3,1,2,2,2,5,5,1,3,2,3,2,6,5
"4888",1,3,4,6,2,6,2,1,1,2,1,1,3,3,3,3,1,3,3,1,8,2,7
"4889",2,6,3,9,2,3,2,1,1,4,2,2,3,3,8,8,1,3,2,5,2,4,2
"4890",2,3,4,4,1,3,2,1,1,4,1,2,2,2,5,7,1,3,2,3,2,6,2
"4891",2,6,4,4,1,3,2,1,1,4,1,2,2,2,1,1,1,3,2,3,2,5,5
"4892",2,6,1,10,1,3,2,1,1,8,1,2,2,2,5,7,1,3,2,3,2,5,2
"4893",2,3,3,1,2,3,2,1,1,11,2,2,1,3,8,8,1,3,2,5,2,4,6
"4894",2,6,1,4,1,2,2,1,2,3,1,2,3,3,8,8,1,3,2,5,3,5,1
"4895",2,6,1,10,1,3,2,1,1,3,1,2,2,2,5,5,1,3,2,3,2,6,5
"4896",2,3,4,4,1,3,2,1,1,8,1,2,2,2,1,7,1,3,2,3,2,6,2
"4897",2,3,4,10,1,3,2,1,1,4,1,2,2,2,5,5,1,3,2,3,2,6,5
"4898",1,6,4,7,1,6,2,1,2,8,1,1,3,1,8,8,1,3,2,2,2,6,1
"4899",1,3,4,9,1,6,2,1,2,4,1,1,3,1,8,8,1,3,2,2,2,5,1
"4900",2,6,1,10,1,3,2,1,1,4,1,2,2,2,5,1,1,3,2,3,2,5,1
"4901",2,3,4,10,1,3,2,1,1,4,1,2,2,2,1,5,1,3,2,3,2,6,5
"4902",2,3,4,10,1,3,2,1,1,8,1,2,2,2,5,7,1,3,2,3,2,6,2
"4903",2,6,4,3,1,9,2,1,2,1,2,1,2,2,7,8,1,3,2,1,8,5,5
"4904",2,6,4,3,1,9,2,1,2,1,2,1,2,2,7,8,1,3,2,1,8,5,3
"4905",2,6,4,4,1,3,2,1,1,4,1,2,2,2,1,1,1,3,2,3,2,6,1
"4906",2,6,4,10,1,3,2,1,1,3,1,2,2,2,5,1,1,3,2,3,2,5,2
"4907",2,3,1,4,1,3,2,1,1,4,1,2,2,2,1,5,1,3,2,3,2,6,1
"4908",2,6,4,4,1,3,2,1,1,3,1,2,2,2,5,1,1,3,2,3,2,6,2
"4909",2,6,4,10,1,3,2,1,1,3,1,2,2,2,7,7,1,3,2,3,2,5,1
"4910",2,3,1,10,1,3,2,1,1,4,1,2,2,2,5,1,1,3,2,3,2,6,5
"4911",1,3,3,3,2,6,2,1,1,11,1,1,3,3,8,3,1,3,3,1,8,2,7
"4912",2,3,1,10,1,3,2,1,1,4,1,2,2,2,1,5,1,3,2,3,2,6,5
"4913",2,6,4,10,1,3,2,1,1,4,1,2,2,2,7,7,1,3,2,3,2,6,5
"4914",2,3,3,4,2,3,2,1,1,8,2,2,1,3,8,8,1,3,2,5,2,4,2
"4915",2,3,1,10,1,3,2,1,1,8,1,2,2,2,1,7,1,3,2,3,2,5,2
"4916",2,6,4,10,1,3,2,1,1,4,1,2,2,2,5,5,1,3,2,3,2,6,1
"4917",2,6,1,10,1,3,2,1,1,8,1,2,2,2,5,1,1,3,2,3,2,6,5
"4918",2,6,3,4,2,3,2,1,1,4,2,2,1,1,8,8,1,3,2,5,2,5,6
"4919",2,3,4,4,1,3,2,1,1,8,1,2,2,2,7,7,1,3,2,3,2,6,2
"4920",2,3,1,4,1,3,2,1,1,4,1,2,2,2,7,5,1,3,2,3,2,5,2
"4921",2,6,3,9,1,2,2,1,2,6,1,2,3,3,8,8,1,3,2,5,3,5,1
"4922",2,3,4,4,1,3,2,1,1,8,1,2,2,2,1,1,1,3,2,3,2,6,5
"4923",1,3,4,3,2,6,2,1,1,10,2,2,3,3,7,8,1,3,2,5,4,6,1
"4924",2,6,1,10,1,3,2,1,1,3,1,2,2,2,7,7,1,3,2,3,2,6,2
"4925",2,6,4,10,1,3,2,1,1,8,1,2,2,2,5,7,1,3,2,3,2,6,5
"4926",1,4,3,1,2,6,2,1,1,2,1,1,3,3,8,8,1,3,3,1,8,2,7
"4927",2,3,1,10,1,3,2,1,1,4,1,2,2,2,1,7,1,3,2,3,2,5,2
"4928",2,3,1,10,1,3,2,1,1,3,1,2,2,2,7,7,1,3,2,3,2,5,1
