"","V1"
"4830",2
"4831",1
"4832",2
"4833",2
"4834",1
"4835",2
"4836",2
"4837",2
"4838",2
"4839",2
"4840",2
"4841",2
"4842",1
"4843",2
"4844",1
"4845",2
"4846",1
"4847",2
"4848",2
"4849",2
"4850",2
"4851",2
"4852",2
"4853",2
"4854",2
"4855",2
"4856",2
"4857",2
"4858",1
"4859",1
"4860",1
"4861",2
"4862",1
"4863",2
"4864",2
"4865",2
"4866",2
"4867",2
"4868",2
"4869",2
"4870",2
"4871",1
"4872",1
"4873",2
"4874",2
"4875",2
"4876",1
"4877",2
"4878",2
"4879",2
"4880",2
"4881",2
"4882",2
"4883",2
"4884",2
"4885",2
"4886",2
"4887",2
"4888",1
"4889",2
"4890",2
"4891",2
"4892",2
"4893",2
"4894",2
"4895",2
"4896",2
"4897",2
"4898",1
"4899",1
"4900",2
"4901",2
"4902",2
"4903",2
"4904",2
"4905",2
"4906",2
"4907",2
"4908",2
"4909",2
"4910",2
"4911",1
"4912",2
"4913",2
"4914",2
"4915",2
"4916",2
"4917",2
"4918",2
"4919",2
"4920",2
"4921",2
"4922",2
"4923",1
"4924",2
"4925",2
"4926",1
"4927",2
"4928",2
"4929",2
"4930",1
"4931",1
"4932",2
"4933",2
"4934",2
"4935",2
"4936",2
"4937",2
"4938",2
"4939",1
"4940",2
"4941",2
"4942",2
"4943",2
"4944",2
"4945",1
"4946",2
"4947",2
"4948",2
"4949",2
"4950",2
"4951",1
"4952",2
"4953",2
"4954",2
"4955",2
"4956",2
"4957",2
"4958",2
"4959",2
"4960",2
"4961",2
"4962",2
"4963",2
"4964",1
"4965",1
"4966",1
"4967",2
"4968",2
"4969",2
"4970",2
"4971",2
"4972",2
"4973",2
"4974",2
"4975",2
"4976",2
"4977",2
"4978",2
"4979",2
"4980",2
"4981",2
"4982",2
"4983",2
"4984",1
"4985",2
"4986",2
"4987",2
"4988",2
"4989",2
"4990",2
"4991",2
"4992",2
"4993",1
"4994",2
"4995",2
"4996",1
"4997",2
"4998",2
"4999",2
"5000",2
"5001",2
"5002",2
"5003",2
"5004",2
"5005",1
"5006",2
"5007",2
"5008",2
"5009",2
"5010",1
"5011",2
"5012",2
"5013",2
"5014",2
"5015",1
"5016",2
"5017",2
"5018",2
"5019",2
"5020",2
"5021",2
"5022",2
"5023",1
"5024",2
"5025",2
"5026",2
"5027",2
"5028",2
"5029",2
"5030",2
"5031",2
"5032",2
"5033",2
"5034",2
"5035",2
"5036",2
"5037",2
"5038",2
"5039",2
"5040",2
"5041",2
"5042",2
"5043",2
"5044",2
"5045",2
"5046",2
"5047",2
"5048",2
"5049",2
"5050",2
"5051",2
"5052",1
"5053",1
"5054",2
"5055",2
"5056",2
"5057",2
"5058",2
"5059",2
"5060",2
"5061",2
"5062",2
"5063",2
"5064",2
"5065",2
"5066",2
"5067",2
"5068",2
"5069",2
"5070",1
"5071",1
"5072",2
"5073",2
"5074",2
"5075",2
"5076",2
"5077",2
"5078",2
"5079",1
"5080",2
"5081",2
"5082",2
"5083",2
"5084",2
"5085",2
"5086",2
"5087",1
"5088",2
"5089",2
"5090",2
"5091",2
"5092",2
"5093",2
"5094",2
"5095",2
"5096",2
"5097",2
"5098",1
"5099",2
"5100",2
"5101",1
"5102",2
"5103",2
"5104",2
"5105",2
"5106",2
"5107",2
"5108",2
"5109",1
"5110",2
"5111",2
"5112",2
"5113",1
"5114",2
"5115",2
"5116",2
"5117",1
"5118",2
"5119",2
"5120",2
"5121",2
"5122",1
"5123",2
"5124",2
"5125",2
"5126",2
"5127",2
"5128",2
"5129",2
"5130",2
"5131",2
"5132",2
"5133",2
"5134",1
"5135",1
"5136",2
"5137",2
"5138",2
"5139",2
"5140",2
"5141",2
"5142",2
"5143",2
"5144",1
"5145",2
"5146",2
"5147",2
"5148",1
"5149",2
"5150",1
"5151",1
"5152",2
"5153",2
"5154",2
"5155",2
"5156",2
"5157",2
"5158",2
"5159",2
"5160",2
"5161",2
"5162",2
"5163",1
"5164",2
"5165",2
"5166",1
"5167",2
"5168",2
"5169",1
"5170",2
"5171",2
"5172",2
"5173",2
"5174",2
"5175",1
"5176",1
"5177",2
"5178",1
"5179",1
"5180",2
"5181",2
"5182",2
"5183",2
"5184",2
"5185",1
"5186",2
"5187",2
"5188",1
"5189",2
"5190",2
"5191",2
"5192",2
"5193",1
"5194",2
"5195",2
"5196",2
"5197",1
"5198",2
"5199",2
"5200",2
"5201",2
"5202",2
"5203",2
"5204",2
"5205",2
"5206",1
"5207",2
"5208",2
"5209",2
"5210",1
"5211",2
"5212",2
"5213",2
"5214",2
"5215",2
"5216",1
"5217",2
"5218",2
"5219",1
"5220",2
"5221",1
"5222",2
"5223",1
"5224",2
"5225",2
"5226",2
"5227",2
"5228",2
"5229",2
"5230",1
"5231",1
"5232",2
"5233",1
"5234",2
"5235",2
"5236",2
"5237",2
"5238",1
"5239",2
"5240",2
"5241",2
"5242",2
"5243",1
"5244",2
"5245",2
"5246",2
"5247",2
"5248",2
"5249",2
"5250",2
"5251",2
"5252",1
"5253",2
"5254",2
"5255",2
"5256",2
"5257",1
"5258",2
"5259",2
"5260",2
"5261",2
"5262",2
"5263",2
"5264",1
"5265",2
"5266",2
"5267",2
"5268",2
"5269",1
"5270",2
"5271",1
"5272",2
"5273",1
"5274",2
"5275",2
"5276",2
"5277",2
"5278",2
"5279",2
"5280",1
"5281",2
"5282",2
"5283",1
"5284",1
"5285",1
"5286",2
"5287",2
"5288",2
"5289",2
"5290",2
"5291",1
"5292",2
"5293",2
"5294",2
"5295",1
"5296",2
"5297",2
"5298",2
"5299",1
"5300",2
"5301",2
"5302",1
"5303",2
"5304",2
"5305",2
"5306",1
"5307",2
"5308",1
"5309",1
"5310",2
"5311",2
"5312",2
"5313",1
"5314",2
"5315",2
"5316",1
"5317",2
"5318",1
"5319",2
"5320",2
"5321",2
"5322",2
"5323",2
"5324",2
"5325",1
"5326",2
"5327",2
"5328",2
"5329",2
"5330",2
"5331",2
"5332",2
"5333",2
"5334",2
"5335",1
"5336",2
"5337",2
"5338",2
"5339",2
"5340",1
"5341",2
"5342",2
"5343",2
"5344",1
"5345",1
"5346",2
"5347",2
"5348",2
"5349",2
"5350",2
"5351",1
"5352",2
"5353",2
"5354",2
"5355",2
"5356",2
"5357",2
"5358",2
"5359",2
"5360",2
"5361",2
"5362",1
"5363",2
"5364",2
"5365",2
"5366",2
"5367",2
"5368",2
"5369",2
"5370",2
"5371",1
"5372",2
"5373",2
"5374",2
"5375",2
"5376",2
"5377",2
"5378",1
"5379",2
"5380",2
"5381",2
"5382",1
"5383",2
"5384",1
"5385",1
"5386",1
"5387",1
"5388",2
"5389",1
"5390",1
"5391",2
"5392",1
"5393",2
"5394",2
"5395",2
"5396",2
"5397",2
"5398",2
"5399",2
"5400",2
"5401",1
"5402",2
"5403",2
"5404",2
"5405",2
"5406",2
"5407",2
"5408",2
"5409",2
"5410",2
"5411",2
"5412",2
"5413",1
"5414",2
"5415",1
"5416",1
"5417",1
"5418",2
"5419",2
"5420",1
"5421",1
"5422",2
"5423",2
"5424",2
"5425",2
"5426",2
"5427",2
"5428",2
"5429",2
"5430",1
"5431",2
"5432",2
"5433",2
"5434",1
"5435",2
"5436",1
"5437",2
"5438",2
"5439",2
"5440",2
"5441",2
"5442",2
"5443",1
"5444",2
"5445",2
"5446",2
"5447",2
"5448",2
"5449",2
"5450",2
"5451",2
"5452",2
"5453",2
"5454",2
"5455",2
"5456",2
"5457",2
"5458",2
"5459",2
"5460",2
"5461",2
"5462",2
"5463",1
"5464",2
"5465",2
"5466",1
"5467",2
"5468",2
"5469",2
"5470",2
"5471",2
"5472",2
"5473",2
"5474",2
"5475",2
"5476",2
"5477",2
"5478",2
"5479",1
"5480",2
"5481",1
"5482",2
"5483",2
"5484",2
"5485",2
"5486",2
"5487",1
"5488",2
"5489",2
"5490",2
"5491",2
"5492",1
"5493",2
"5494",2
"5495",2
"5496",2
"5497",1
"5498",2
"5499",2
"5500",2
"5501",2
"5502",1
"5503",1
"5504",1
"5505",2
"5506",2
"5507",2
"5508",2
"5509",2
"5510",2
"5511",2
"5512",2
"5513",2
"5514",1
"5515",1
"5516",2
"5517",2
"5518",2
"5519",2
"5520",2
"5521",2
"5522",1
"5523",2
"5524",2
"5525",1
"5526",2
"5527",2
"5528",1
"5529",2
"5530",2
"5531",2
"5532",2
"5533",2
"5534",1
"5535",2
"5536",1
"5537",1
"5538",1
"5539",2
"5540",1
"5541",2
"5542",2
"5543",2
"5544",1
"5545",2
"5546",1
"5547",1
"5548",2
"5549",2
"5550",2
"5551",1
"5552",2
"5553",1
"5554",2
"5555",2
"5556",1
"5557",1
"5558",2
"5559",2
"5560",2
"5561",2
"5562",1
"5563",1
"5564",2
"5565",2
"5566",2
"5567",2
"5568",2
"5569",1
"5570",1
"5571",2
"5572",2
"5573",2
"5574",2
"5575",2
"5576",2
"5577",2
"5578",1
"5579",2
"5580",2
"5581",2
"5582",1
"5583",2
"5584",2
"5585",2
"5586",1
"5587",2
"5588",1
"5589",2
"5590",2
"5591",2
"5592",2
"5593",2
"5594",2
"5595",2
"5596",1
"5597",2
"5598",1
"5599",1
"5600",2
"5601",1
"5602",2
"5603",2
"5604",1
"5605",2
"5606",2
"5607",2
"5608",1
"5609",2
"5610",2
"5611",2
"5612",1
"5613",2
"5614",2
"5615",2
"5616",2
"5617",2
"5618",2
"5619",1
"5620",1
"5621",2
"5622",1
"5623",1
"5624",1
"5625",2
"5626",2
"5627",2
"5628",1
"5629",2
"5630",1
"5631",2
"5632",2
"5633",2
"5634",2
"5635",2
"5636",2
"5637",2
"5638",1
"5639",2
"5640",1
"5641",2
"5642",2
"5643",2
"5644",2
"5645",1
"5646",2
"5647",2
"5648",2
"5649",1
"5650",2
"5651",2
"5652",1
"5653",1
"5654",2
"5655",2
"5656",2
"5657",2
"5658",2
"5659",2
"5660",2
"5661",1
"5662",2
"5663",2
"5664",1
"5665",2
"5666",1
"5667",2
"5668",2
"5669",1
"5670",2
"5671",2
"5672",2
"5673",2
"5674",1
"5675",2
"5676",2
"5677",2
"5678",2
"5679",1
"5680",2
"5681",1
"5682",2
"5683",1
"5684",2
"5685",2
"5686",1
"5687",1
"5688",2
"5689",2
"5690",2
"5691",1
"5692",1
"5693",2
"5694",2
"5695",1
"5696",2
"5697",2
"5698",1
"5699",2
"5700",2
"5701",2
"5702",1
"5703",2
"5704",1
"5705",2
"5706",2
"5707",2
"5708",2
"5709",2
"5710",2
"5711",1
"5712",2
"5713",2
"5714",1
"5715",1
"5716",2
"5717",2
"5718",2
"5719",2
"5720",1
"5721",2
"5722",2
"5723",2
"5724",1
"5725",2
"5726",2
"5727",1
"5728",2
"5729",2
"5730",2
"5731",1
"5732",1
"5733",1
"5734",1
"5735",2
"5736",2
"5737",1
"5738",2
"5739",2
"5740",2
"5741",1
"5742",2
"5743",1
"5744",2
"5745",2
"5746",2
"5747",2
"5748",1
"5749",2
"5750",2
"5751",2
"5752",2
"5753",2
"5754",1
"5755",2
"5756",2
"5757",1
"5758",2
"5759",2
"5760",2
"5761",2
"5762",2
"5763",2
"5764",1
"5765",2
"5766",2
"5767",1
"5768",2
"5769",1
"5770",2
"5771",2
"5772",2
"5773",1
"5774",2
"5775",2
"5776",1
"5777",1
"5778",2
"5779",1
"5780",2
"5781",1
"5782",2
"5783",2
"5784",2
"5785",2
"5786",2
"5787",1
"5788",2
"5789",2
"5790",2
"5791",2
"5792",2
"5793",2
"5794",1
"5795",2
"5796",2
"5797",2
"5798",2
"5799",2
"5800",2
"5801",2
"5802",2
"5803",2
"5804",1
"5805",2
"5806",2
"5807",1
"5808",2
"5809",2
"5810",2
"5811",2
"5812",2
"5813",2
"5814",1
"5815",2
"5816",1
"5817",2
"5818",2
"5819",2
"5820",1
"5821",2
"5822",2
"5823",1
"5824",2
"5825",2
"5826",1
"5827",2
"5828",1
"5829",2
"5830",2
"5831",2
"5832",2
"5833",2
"5834",2
"5835",1
"5836",1
"5837",2
"5838",2
"5839",1
"5840",2
"5841",2
"5842",2
"5843",2
"5844",2
"5845",2
"5846",2
"5847",1
"5848",2
"5849",1
"5850",2
"5851",2
"5852",2
"5853",2
"5854",2
"5855",2
"5856",2
"5857",2
"5858",1
"5859",1
"5860",2
"5861",1
"5862",2
"5863",1
"5864",2
"5865",1
"5866",2
"5867",2
"5868",2
"5869",2
"5870",2
"5871",2
"5872",2
"5873",2
"5874",1
"5875",1
"5876",2
"5877",2
"5878",2
"5879",2
"5880",2
"5881",2
"5882",2
"5883",1
"5884",2
"5885",2
"5886",1
"5887",2
"5888",2
"5889",2
"5890",2
"5891",2
"5892",2
"5893",1
"5894",1
"5895",1
"5896",2
"5897",2
"5898",1
"5899",2
"5900",2
"5901",2
"5902",2
"5903",1
"5904",2
"5905",2
"5906",1
"5907",1
"5908",2
"5909",2
"5910",2
"5911",2
"5912",2
"5913",1
"5914",1
"5915",2
"5916",1
"5917",1
"5918",2
"5919",2
"5920",2
"5921",2
"5922",2
"5923",2
"5924",2
"5925",2
"5926",2
"5927",2
"5928",2
"5929",2
"5930",1
"5931",2
"5932",2
"5933",2
"5934",2
"5935",2
"5936",2
"5937",1
"5938",1
"5939",1
"5940",2
"5941",2
"5942",2
"5943",2
"5944",2
"5945",2
"5946",2
"5947",2
"5948",1
"5949",1
"5950",2
"5951",2
"5952",2
"5953",1
"5954",2
"5955",2
"5956",2
"5957",2
"5958",2
"5959",2
"5960",2
"5961",1
"5962",1
"5963",2
"5964",2
"5965",2
"5966",2
"5967",2
"5968",2
"5969",2
"5970",1
"5971",2
"5972",2
"5973",2
"5974",2
"5975",2
"5976",1
"5977",2
"5978",1
"5979",2
"5980",1
"5981",2
"5982",2
"5983",2
"5984",2
"5985",2
"5986",2
"5987",2
"5988",2
"5989",2
"5990",2
"5991",2
"5992",2
"5993",2
"5994",2
"5995",2
"5996",1
"5997",1
"5998",2
"5999",2
"6000",2
"6001",2
"6002",2
"6003",2
"6004",2
"6005",2
"6006",2
"6007",2
"6008",2
"6009",2
"6010",2
"6011",2
"6012",2
"6013",2
"6014",2
"6015",2
"6016",2
"6017",2
"6018",2
"6019",2
"6020",2
"6021",2
"6022",2
"6023",2
"6024",2
"6025",2
"6026",2
"6027",2
"6028",2
"6029",2
"6030",2
"6031",2
"6032",2
"6033",2
"6034",2
"6035",2
"6036",2
"6037",2
"6038",1
"6039",2
"6040",1
"6041",2
"6042",2
"6043",2
"6044",2
"6045",2
"6046",2
"6047",2
"6048",2
"6049",2
"6050",2
"6051",2
"6052",2
"6053",2
"6054",2
"6055",2
"6056",2
"6057",2
"6058",2
"6059",2
"6060",2
"6061",2
"6062",2
"6063",2
"6064",2
"6065",2
"6066",2
"6067",2
"6068",1
"6069",2
"6070",2
"6071",2
"6072",2
"6073",2
"6074",2
"6075",2
"6076",2
"6077",2
"6078",2
"6079",2
"6080",2
"6081",2
"6082",2
"6083",2
"6084",2
"6085",2
"6086",2
"6087",2
"6088",2
"6089",2
"6090",2
"6091",2
"6092",2
"6093",2
"6094",2
"6095",2
"6096",2
"6097",2
"6098",2
"6099",2
"6100",2
"6101",2
"6102",2
"6103",2
"6104",2
"6105",2
"6106",2
"6107",2
"6108",2
"6109",2
"6110",2
"6111",2
"6112",2
"6113",2
"6114",2
"6115",2
"6116",2
"6117",2
"6118",2
"6119",2
"6120",1
"6121",2
"6122",2
"6123",2
"6124",2
"6125",2
"6126",2
"6127",2
"6128",2
"6129",2
"6130",2
"6131",2
"6132",2
"6133",2
"6134",2
"6135",2
"6136",2
"6137",2
"6138",2
"6139",2
"6140",2
"6141",2
"6142",1
"6143",2
"6144",2
"6145",2
"6146",2
"6147",1
"6148",2
"6149",2
"6150",2
"6151",2
"6152",2
"6153",2
"6154",2
"6155",2
"6156",2
"6157",2
"6158",2
"6159",2
"6160",2
"6161",2
"6162",2
"6163",2
"6164",2
"6165",2
"6166",2
"6167",2
"6168",2
"6169",2
"6170",2
"6171",2
"6172",2
"6173",2
"6174",2
"6175",2
"6176",2
"6177",2
"6178",2
"6179",2
"6180",2
"6181",2
"6182",2
"6183",2
"6184",2
"6185",2
"6186",2
"6187",2
"6188",2
"6189",2
"6190",2
"6191",2
"6192",2
"6193",2
"6194",1
"6195",2
"6196",2
"6197",2
"6198",2
"6199",2
"6200",2
"6201",2
"6202",2
"6203",1
"6204",2
"6205",2
"6206",2
"6207",2
"6208",2
"6209",2
"6210",2
"6211",2
"6212",2
"6213",2
"6214",1
"6215",2
"6216",2
"6217",2
"6218",2
"6219",1
"6220",2
"6221",2
"6222",2
"6223",2
"6224",2
"6225",2
"6226",2
"6227",2
"6228",2
"6229",2
"6230",2
"6231",2
"6232",2
"6233",2
"6234",2
"6235",2
"6236",2
"6237",2
"6238",2
"6239",2
"6240",2
"6241",2
"6242",2
"6243",2
"6244",2
"6245",2
"6246",2
"6247",2
"6248",2
"6249",2
"6250",2
"6251",2
"6252",2
"6253",2
"6254",2
"6255",2
"6256",2
"6257",2
"6258",2
"6259",2
"6260",2
"6261",1
"6262",2
"6263",2
"6264",2
"6265",2
"6266",2
"6267",2
"6268",2
"6269",2
"6270",2
"6271",2
"6272",2
"6273",2
"6274",2
"6275",2
"6276",2
"6277",2
"6278",2
"6279",1
"6280",2
"6281",2
"6282",2
"6283",2
"6284",2
"6285",2
"6286",2
"6287",2
"6288",2
"6289",2
"6290",2
"6291",2
"6292",2
"6293",2
"6294",2
"6295",2
"6296",2
"6297",2
"6298",2
"6299",2
"6300",2
"6301",2
"6302",2
"6303",2
"6304",2
"6305",2
"6306",2
"6307",2
"6308",2
"6309",2
"6310",2
"6311",2
"6312",2
"6313",2
"6314",2
"6315",2
"6316",2
"6317",2
"6318",2
"6319",2
"6320",2
"6321",2
"6322",2
"6323",2
"6324",2
"6325",2
"6326",2
"6327",2
"6328",2
"6329",2
"6330",2
"6331",1
"6332",2
"6333",2
"6334",2
"6335",2
"6336",2
"6337",2
"6338",2
"6339",2
"6340",2
"6341",2
"6342",2
"6343",2
"6344",2
"6345",2
"6346",2
"6347",2
"6348",2
"6349",2
"6350",2
"6351",2
"6352",2
"6353",2
"6354",2
"6355",2
"6356",2
"6357",2
"6358",2
"6359",2
"6360",2
"6361",2
"6362",2
"6363",2
"6364",2
"6365",2
"6366",1
"6367",2
"6368",2
"6369",2
"6370",2
"6371",2
"6372",2
"6373",2
"6374",2
"6375",1
"6376",2
"6377",2
"6378",2
"6379",2
"6380",2
"6381",2
"6382",2
"6383",2
"6384",2
"6385",2
"6386",2
"6387",2
"6388",2
"6389",2
"6390",2
"6391",2
"6392",2
"6393",2
"6394",2
"6395",2
"6396",1
"6397",2
"6398",2
"6399",2
"6400",2
"6401",2
"6402",2
"6403",1
"6404",2
"6405",2
"6406",1
"6407",2
"6408",2
"6409",2
"6410",2
"6411",2
"6412",2
"6413",2
"6414",2
"6415",2
"6416",2
"6417",2
"6418",2
"6419",2
"6420",2
"6421",2
"6422",2
"6423",2
"6424",1
"6425",2
"6426",2
"6427",2
"6428",2
"6429",2
"6430",2
"6431",2
"6432",2
"6433",2
"6434",1
"6435",2
"6436",2
"6437",2
"6438",2
"6439",2
"6440",2
"6441",2
"6442",2
"6443",2
"6444",2
"6445",2
"6446",2
"6447",2
"6448",2
"6449",1
"6450",2
"6451",2
"6452",2
"6453",2
"6454",2
"6455",2
"6456",2
"6457",2
"6458",2
"6459",2
"6460",2
"6461",2
"6462",2
"6463",2
"6464",2
"6465",2
"6466",2
"6467",2
"6468",2
"6469",2
"6470",2
"6471",2
"6472",2
"6473",2
"6474",2
"6475",2
"6476",2
"6477",2
"6478",2
"6479",2
"6480",2
"6481",2
"6482",2
"6483",2
"6484",2
"6485",2
"6486",2
"6487",2
"6488",2
"6489",2
"6490",2
"6491",2
"6492",2
"6493",2
"6494",2
"6495",2
"6496",2
"6497",2
"6498",2
"6499",2
"6500",2
"6501",2
"6502",2
"6503",2
"6504",2
"6505",2
"6506",2
"6507",2
"6508",2
"6509",1
"6510",2
"6511",2
"6512",2
"6513",2
"6514",2
"6515",2
"6516",2
"6517",1
"6518",2
"6519",2
"6520",2
"6521",2
"6522",2
"6523",2
"6524",2
"6525",2
"6526",2
"6527",2
"6528",2
"6529",2
"6530",1
"6531",2
"6532",2
"6533",2
"6534",2
"6535",2
"6536",2
"6537",2
"6538",2
"6539",2
"6540",2
"6541",2
"6542",2
"6543",2
"6544",2
"6545",2
"6546",2
"6547",2
"6548",2
"6549",2
"6550",2
"6551",2
"6552",2
"6553",2
"6554",2
"6555",2
"6556",2
"6557",2
"6558",1
"6559",2
"6560",2
"6561",2
"6562",2
"6563",2
"6564",2
"6565",2
"6566",2
"6567",2
"6568",2
"6569",2
"6570",2
"6571",2
"6572",2
"6573",2
"6574",2
"6575",2
"6576",2
"6577",2
"6578",2
"6579",2
"6580",2
"6581",2
"6582",2
"6583",2
"6584",2
"6585",2
"6586",2
"6587",2
"6588",2
"6589",2
"6590",2
"6591",2
"6592",2
"6593",2
"6594",2
"6595",2
"6596",2
"6597",2
"6598",2
"6599",1
"6600",2
"6601",2
"6602",2
"6603",2
"6604",2
"6605",2
"6606",2
"6607",2
"6608",2
"6609",2
"6610",2
"6611",2
"6612",2
"6613",2
"6614",2
"6615",2
"6616",2
"6617",2
"6618",2
"6619",2
"6620",2
"6621",2
"6622",2
"6623",2
"6624",2
"6625",2
"6626",2
"6627",2
"6628",2
"6629",2
"6630",2
"6631",2
"6632",2
"6633",2
"6634",2
"6635",2
"6636",2
"6637",2
"6638",2
"6639",2
"6640",2
"6641",2
"6642",2
"6643",2
"6644",2
"6645",2
"6646",2
"6647",2
"6648",2
"6649",2
"6650",2
"6651",2
"6652",2
"6653",2
"6654",2
"6655",2
"6656",2
"6657",2
"6658",2
"6659",2
"6660",1
"6661",2
"6662",2
"6663",1
"6664",2
"6665",2
"6666",2
"6667",2
"6668",2
"6669",2
"6670",2
"6671",2
"6672",2
"6673",2
"6674",2
"6675",2
"6676",2
"6677",2
"6678",2
"6679",2
"6680",2
"6681",2
"6682",2
"6683",2
"6684",2
"6685",2
"6686",2
"6687",2
"6688",2
"6689",2
"6690",2
"6691",2
"6692",2
"6693",2
"6694",2
"6695",2
"6696",2
"6697",2
"6698",2
"6699",2
"6700",2
"6701",2
"6702",2
"6703",2
"6704",2
"6705",2
"6706",2
"6707",2
"6708",2
"6709",2
"6710",2
"6711",2
"6712",2
"6713",2
"6714",2
"6715",2
"6716",2
"6717",2
"6718",2
"6719",2
"6720",2
"6721",2
"6722",2
"6723",2
"6724",2
"6725",2
"6726",2
"6727",2
"6728",2
"6729",2
"6730",2
"6731",2
"6732",2
"6733",2
"6734",2
"6735",2
"6736",2
"6737",2
"6738",2
"6739",2
"6740",2
"6741",2
"6742",2
"6743",2
"6744",1
"6745",2
"6746",2
"6747",2
"6748",2
"6749",2
"6750",2
"6751",2
"6752",1
"6753",2
"6754",2
"6755",2
"6756",2
"6757",2
"6758",2
"6759",2
"6760",2
"6761",2
"6762",1
"6763",1
"6764",2
"6765",2
"6766",2
"6767",2
"6768",2
"6769",2
"6770",2
"6771",2
"6772",2
"6773",2
"6774",1
"6775",2
"6776",2
"6777",2
"6778",2
"6779",2
"6780",2
"6781",2
"6782",2
"6783",2
"6784",2
"6785",2
"6786",2
"6787",2
"6788",2
"6789",2
"6790",2
"6791",2
"6792",2
"6793",2
"6794",2
"6795",2
"6796",2
"6797",2
"6798",2
"6799",2
"6800",2
"6801",2
"6802",2
"6803",2
"6804",2
"6805",2
"6806",2
"6807",2
"6808",2
"6809",2
"6810",2
"6811",2
"6812",2
"6813",2
"6814",2
"6815",2
"6816",2
"6817",2
"6818",2
"6819",2
"6820",2
"6821",2
"6822",2
"6823",2
"6824",2
"6825",2
"6826",2
"6827",1
"6828",2
"6829",2
"6830",2
"6831",2
"6832",2
"6833",2
"6834",2
"6835",2
"6836",2
"6837",2
"6838",2
"6839",2
"6840",2
"6841",2
"6842",2
"6843",2
"6844",2
"6845",2
"6846",2
"6847",2
"6848",2
"6849",1
"6850",2
"6851",2
"6852",2
"6853",2
"6854",2
"6855",2
"6856",2
"6857",2
"6858",2
"6859",2
"6860",1
"6861",2
"6862",2
"6863",2
"6864",2
"6865",2
"6866",2
"6867",2
"6868",2
"6869",2
"6870",2
"6871",2
"6872",2
"6873",2
"6874",2
"6875",2
"6876",2
"6877",2
"6878",2
"6879",2
"6880",2
"6881",2
"6882",2
"6883",2
"6884",1
"6885",2
"6886",2
"6887",2
"6888",2
"6889",2
"6890",2
"6891",2
"6892",2
"6893",2
"6894",2
"6895",2
"6896",2
"6897",2
"6898",2
"6899",2
"6900",1
"6901",2
"6902",2
"6903",2
"6904",1
"6905",1
"6906",1
"6907",1
"6908",2
"6909",2
"6910",1
"6911",2
"6912",2
"6913",2
"6914",1
"6915",2
"6916",2
"6917",2
"6918",2
"6919",2
"6920",1
"6921",2
"6922",2
"6923",2
"6924",1
"6925",2
"6926",2
"6927",1
"6928",1
"6929",2
"6930",2
"6931",2
"6932",1
"6933",2
"6934",2
"6935",2
"6936",2
"6937",1
"6938",1
"6939",2
"6940",2
"6941",1
"6942",2
"6943",2
"6944",2
"6945",2
"6946",2
"6947",2
"6948",2
"6949",2
"6950",2
"6951",2
"6952",1
"6953",2
"6954",2
"6955",2
"6956",2
"6957",2
"6958",1
"6959",2
"6960",2
"6961",2
"6962",2
"6963",2
"6964",2
"6965",2
"6966",2
"6967",1
"6968",2
"6969",2
"6970",1
"6971",2
"6972",2
"6973",2
"6974",2
"6975",1
"6976",2
"6977",2
"6978",2
"6979",2
"6980",2
"6981",2
"6982",2
"6983",2
"6984",1
"6985",2
"6986",2
"6987",2
"6988",2
"6989",1
"6990",1
"6991",2
"6992",2
"6993",2
"6994",1
"6995",2
"6996",2
"6997",1
"6998",1
"6999",1
"7000",2
"7001",2
"7002",2
"7003",1
"7004",1
"7005",1
"7006",2
"7007",2
"7008",1
"7009",1
"7010",2
"7011",1
"7012",2
"7013",2
"7014",2
"7015",1
"7016",1
"7017",2
"7018",2
"7019",1
"7020",1
"7021",2
"7022",1
"7023",2
"7024",2
"7025",1
"7026",1
"7027",2
"7028",2
"7029",2
"7030",2
"7031",2
"7032",1
"7033",1
"7034",2
"7035",1
"7036",1
"7037",1
"7038",2
"7039",1
"7040",1
"7041",1
"7042",2
"7043",2
"7044",2
"7045",2
"7046",1
"7047",2
"7048",2
"7049",2
"7050",1
"7051",1
"7052",2
"7053",2
"7054",1
"7055",2
"7056",2
"7057",2
"7058",2
"7059",2
"7060",2
"7061",2
"7062",2
"7063",1
"7064",2
"7065",2
"7066",2
"7067",1
"7068",2
"7069",2
"7070",2
"7071",2
"7072",2
"7073",1
"7074",2
"7075",2
"7076",2
"7077",2
"7078",2
"7079",1
"7080",2
"7081",2
"7082",2
"7083",2
"7084",2
"7085",2
"7086",1
"7087",2
"7088",2
"7089",1
"7090",1
"7091",2
"7092",2
"7093",2
"7094",2
"7095",2
"7096",2
"7097",2
"7098",1
"7099",2
"7100",2
"7101",2
"7102",2
"7103",1
"7104",2
"7105",2
"7106",2
"7107",2
"7108",2
"7109",2
"7110",1
"7111",2
"7112",2
"7113",2
"7114",2
"7115",2
"7116",1
"7117",2
"7118",2
"7119",1
"7120",2
"7121",2
"7122",2
"7123",1
"7124",2
"7125",2
"7126",2
"7127",2
"7128",1
"7129",2
"7130",2
"7131",2
"7132",2
"7133",1
"7134",1
"7135",1
"7136",1
"7137",2
"7138",2
"7139",2
"7140",2
"7141",1
"7142",2
"7143",1
"7144",2
"7145",2
"7146",2
"7147",2
"7148",2
"7149",2
"7150",2
"7151",2
"7152",2
"7153",1
"7154",2
"7155",2
"7156",2
"7157",2
"7158",1
"7159",2
"7160",2
"7161",2
